Ps,Fd,Wv,Wn,Wd1,Tv,actuator_damping,actuator_force,angular_disp,current,load_flow,load_pressure,orifice_flow,spool_physical_disp,fault
210000000,8,945,224,627,0.5,965.3888305,14.84747182,0.3899769486,0.1144969048,-1.72E-05,479567.6626,1.42E-05,4.60E-06,yes
210000000,8,945,224,627,0.5,-379.2645777,-5.004576894,0.3975716141,0.03844203316,6.63E-06,-187998.6079,3.74E-06,1.56E-06,yes
210000000,8,945,224,627,0.5,-1219.36013,-26.38044917,0.3963892286,-0.0626532131,2.09E-05,-609462.1229,-7.07E-06,-2.54E-06,yes
210000000,8,945,224,627,0.5,545.295472,-49.44339054,0.3860864169,-0.1391117656,-9.17E-06,242589.0809,-1.74E-05,-5.55E-06,yes
210000000,8,945,224,627,0.5,5197.313594,-69.57347392,0.3671470707,-0.2118105177,-8.58E-05,2508679.12,-2.76E-05,-8.46E-06,yes
210000000,8,945,224,627,0.5,5612.266686,-87.90387005,0.3399777832,-0.2794595415,-9.10E-05,2702721.534,-3.71E-05,-1.12E-05,yes
210000000,8,945,224,627,0.5,3111.161319,-103.2749018,0.3051764848,-0.3398509671,-4.96E-05,1471568.697,-4.55E-05,-1.36E-05,yes
210000000,8,945,224,627,0.5,-3567.153488,-118.6065988,0.2635390788,-0.3942623434,5.59E-05,-1803209.436,-5.30E-05,-1.58E-05,yes
210000000,8,945,224,627,0.5,-7308.322667,-132.0635325,0.2159919964,-0.4415074433,0.0001125289004,-3640110.665,-5.92E-05,-1.77E-05,yes
210000000,8,945,224,627,0.5,1526.567446,-144.1629704,0.1636064833,-0.481728206,-2.31E-05,676323.1287,-6.43E-05,-1.93E-05,yes
210000000,8,945,224,627,0.5,13529.52259,-150.7641513,0.1075331368,-0.5100223282,-0.0002014888464,6545380.841,-6.89E-05,-2.04E-05,yes
210000000,8,945,224,627,0.5,21594.38302,-149.5782688,0.04900425571,-0.5195756484,-0.0003164080207,10491587.45,-7.12E-05,-2.08E-05,yes
210000000,8,945,224,627,0.5,49839.18312,-146.4830054,-0.01061612158,-0.5160191436,-0.0007186687146,24311497.12,-7.14E-05,-2.06E-05,yes
210000000,8,945,224,627,0.5,29447.57203,-144.4183505,-0.0699655273,-0.5033972682,-0.0004179919252,14336180.86,-7.17E-05,-2.01E-05,yes
210000000,8,945,224,627,0.5,-20346.37457,-129.2701941,-0.1278027285,-0.4704019155,0.0002843623222,-10017438.73,-6.55E-05,-1.88E-05,yes
210000000,8,945,224,627,0.5,-62380.25822,-133.9307476,-0.1826096152,-0.4525043214,0.0008586211973,-30584241.18,-5.94E-05,-1.81E-05,yes
210000000,8,945,224,627,0.5,-22182.51539,-135.6633343,-0.2333005759,-0.43810413,0.0003007698936,-10918874.13,-5.44E-05,-1.75E-05,yes
210000000,8,945,224,627,0.5,59715.41838,-125.1824354,-0.2788390593,-0.4080523919,-0.0007977667658,29153735.79,-5.33E-05,-1.63E-05,yes
210000000,8,945,224,627,0.5,40710.26819,-82.85849281,-0.3183446666,-0.3273039715,-0.0005359857532,19876423.53,-4.65E-05,-1.31E-05,yes
210000000,8,945,224,627,0.5,-7581.415057,-50.5901053,-0.3506074841,-0.2381641313,9.84E-05,-3733857.712,-3.27E-05,-9.54E-06,yes
210000000,8,945,224,627,0.5,-37711.9035,-50.08427033,-0.3747708693,-0.1767484688,0.0004825235102,-18474553.7,-2.26E-05,-7.09E-06,yes
210000000,8,945,224,627,0.5,-42910.85705,-36.23971643,-0.3905849353,-0.1117666274,0.000541418468,-21011299.79,-1.32E-05,-4.49E-06,yes
210000000,8,945,224,627,0.5,-2302.452576,-13.3103367,-0.3977090681,-0.03542220102,2.87E-05,-1132956.415,-3.13E-06,-1.42E-06,yes
210000000,8,945,224,627,0.5,76788.53601,15.70426843,-0.3960221928,0.06581454506,-0.0009426772829,37575460.02,7.32E-06,2.61E-06,yes
210000000,8,945,224,627,0.5,49174.36318,34.43582538,-0.3852290757,0.1434238721,-0.0005956290273,24074754.9,1.64E-05,5.72E-06,yes
210000000,8,945,224,627,0.5,-42411.18898,67.00819812,-0.3659417422,0.2366113346,0.0005069501186,-20716331.11,2.91E-05,9.45E-06,yes
210000000,8,945,224,627,0.5,-237907.7445,73.23085725,-0.3382557733,0.3001325056,0.002806830764,-116357394.2,4.17E-05,1.20E-05,yes
210000000,8,945,224,627,0.5,-131711.7181,71.63598275,-0.3028658694,0.3279235376,0.001534009982,-64403171.3,5.44E-05,1.31E-05,yes
210000000,8,945,224,627,0.5,173322.271,61.39129861,-0.2605935239,0.3198965881,-0.001993084231,84825666.5,4.85E-05,1.28E-05,yes
210000000,8,945,224,627,0.5,708315.4362,121.92415,-0.2130503855,0.3927047348,-0.008043315287,346593620.5,4.06E-05,1.57E-05,yes
210000000,8,945,224,627,0.5,1223295.342,202.973693,-0.1614616975,0.6238802754,-0.01371970194,598580389.1,-6.82E-05,2.49E-05,yes
210000000,8,945,224,627,0.5,639538.8408,-1475.241146,-0.8844546658,10,-0.007085189109,312164187.7,-0.001879000176,0.0003999992258,yes
210000000,8,945,224,627,0.5,-332734.5816,-1023.297479,-2.472646228,10,0.003641817857,-163286633.6,-0.000963455789,0.0003999956071,yes
210000000,8,945,224,627,0.5,-2194630.025,-4962.314101,-3.277933396,10,0.02373451731,-1076121497,0.001841647467,0.0003999982131,yes
210000000,8,945,224,627,0.5,-3452905.881,-5695.467379,-1.717710445,10,0.03690321371,-1692075024,0.003418457982,0.0004000018624,yes
210000000,8,945,224,627,0.5,-3058992.799,1638.253102,1.166691,10,0.03231308155,-1495770326,0.004157172126,0.0003999972057,yes
210000000,8,945,224,627,0.5,-93789.77604,-20267.82737,4.588808489,-10,0.0009793425401,-55801175.84,0.003417246974,-0.0003999148697,yes
210000000,8,945,224,627,0.5,2126319.853,-17202.09247,5.766898957,-10,-0.02195049383,1031858004,-0.001183668852,-0.0004000022678,yes
210000000,8,945,224,627,0.5,4312192.153,-2112.677919,5.749554802,-10,-0.04401558433,2108649450,-0.003358935895,-0.0003999802433,yes
210000000,8,945,224,627,0.5,1863301.81,-281.356863,3.494047103,-10,-0.01880784642,911458147.4,-0.004591367768,-0.0004001263302,yes
210000000,8,945,224,627,0.5,-8532443.303,-7577.579691,-0.3730898805,-10,0.0851785793,-4178092409,-0.003192725809,-0.0004000762332,yes
210000000,8,945,224,627,0.5,-7404596.82,-11272.506,-3.042839597,-10,0.07311592223,-3628116109,0.006007491687,-0.0004001978853,yes
210000000,8,945,224,627,0.5,10431.54896,-18771.21475,2.045402142,-10,-0.0001018976634,-4080071.33,0.005573974726,-0.000400077615,yes
210000000,8,945,224,627,0.5,9859058.701,-68695.2206,5.82608646,-10,-0.09528092664,4789806008,-0.001367850811,-0.0004000021338,yes
210000000,8,945,224,627,0.5,35034567.04,6485.200304,5.342993299,-10,-0.3350206083,17143371938,-0.00673969056,-0.000399978068,yes
210000000,8,945,224,627,0.5,17486926.76,8503.279803,-0.3718926748,-10,-0.1654781402,8559408042,-0.01255696125,-0.0004000049614,yes
210000000,8,945,224,627,0.5,-18206584.03,-72335.70147,-5.663981952,-10,0.170512063,-8942720024,-0.008927100887,-0.0004000350313,yes
210000000,8,945,224,627,0.5,-66409773.84,-8625.937102,-5.737211567,10,0.6156080622,-32494324742,0.009116501211,0.0003998766463,yes
210000000,8,945,224,627,0.5,-47405553.95,1824.468085,-5.749223527,10,0.4350031527,-23191648473,0.01723814179,0.0004000005817,yes
210000000,8,945,224,627,0.5,41382222.5,-391692.3931,6.197347578,-10,-0.3759345012,20054075393,0.01445103858,-0.0004000195469,yes
220000000,8,945,224,627,0.5,0,0,0,0,0,0,0,0,no
220000000,8,945,224,627,0.5,699.6808078,147.6599627,0.05767544008,0.5183672387,7.15E-05,414550.2791,7.15E-05,2.07E-05,no
220000000,8,945,224,627,0.5,513.7185979,128.7069271,0.1169528758,0.4962187852,5.25E-05,314298.202,6.87E-05,1.99E-05,no
220000000,8,945,224,627,0.5,644.4917265,119.4648989,0.1730013638,0.4660361206,6.59E-05,373755.6876,6.42E-05,1.86E-05,no
220000000,8,945,224,627,0.5,562.6578826,107.6620799,0.224888781,0.4265351814,5.75E-05,327945.1872,5.86E-05,1.71E-05,no
220000000,8,945,224,627,0.5,516.036984,93.04291668,0.2715753893,0.3787120849,5.27E-05,297984.2958,5.19E-05,1.52E-05,no
220000000,8,945,224,627,0.5,453.0905545,76.39581943,0.3120834269,0.3229316486,4.63E-05,259044.2142,4.40E-05,1.29E-05,no
220000000,8,945,224,627,0.5,371.4936931,57.89311908,0.3455400514,0.260477706,3.80E-05,210071.8259,3.53E-05,1.05E-05,no
220000000,8,945,224,627,0.5,256.6940625,38.30970134,0.3712138673,0.1926082606,2.62E-05,144326.6946,2.55E-05,7.72E-06,no
220000000,8,945,224,627,0.5,174.6397471,17.49699403,0.3885390478,0.1207636319,1.78E-05,94000.36261,1.54E-05,4.85E-06,no
220000000,8,945,224,627,0.5,78.67195573,-1.790901067,0.397130045,0.04640376388,8.04E-06,37613.04044,4.94E-06,1.89E-06,no
220000000,8,945,224,627,0.5,-19.22866659,-22.01939989,0.3969500159,-0.05332849245,-1.97E-06,-20180.07167,-5.73E-06,-2.11E-06,no
220000000,8,945,224,627,0.5,-143.4494464,-46.30686172,0.3876495482,-0.1279421331,-1.47E-05,-92835.76718,-1.63E-05,-5.10E-06,no
220000000,8,945,224,627,0.5,-238.1537861,-67.34922637,0.3696621508,-0.199217041,-2.43E-05,-149463.3133,-2.63E-05,-7.93E-06,no
220000000,8,945,224,627,0.5,-345.4075393,-85.5684238,0.343392568,-0.2664979405,-3.53E-05,-210849.297,-3.59E-05,-1.07E-05,no
220000000,8,945,224,627,0.5,-418.9774421,-103.1225572,0.3094220751,-0.3279364634,-4.28E-05,-255430.528,-4.46E-05,-1.31E-05,no
220000000,8,945,224,627,0.5,-507.3274735,-118.2901714,0.2685084594,-0.3825521685,-5.18E-05,-306075.1687,-5.23E-05,-1.53E-05,no
220000000,8,945,224,627,0.5,-564.357074,-130.5558089,0.2215679399,-0.4286533635,-5.77E-05,-339976.9486,-5.88E-05,-1.71E-05,no
220000000,8,945,224,627,0.5,-615.6793706,-140.4871227,0.1696532898,-0.4655605567,-6.29E-05,-369944.4683,-6.40E-05,-1.86E-05,no
220000000,8,945,224,627,0.5,-654.0811213,-147.3038047,0.113929558,-0.4922529681,-6.68E-05,-392066.9892,-6.78E-05,-1.97E-05,no
220000000,8,945,224,627,0.5,-678.4560254,-151.2989087,0.05564788753,-0.5082122185,-6.93E-05,-405946.641,-7.00E-05,-2.03E-05,no
220000000,8,945,224,627,0.5,-677.3546092,-151.5383016,-0.003883144058,-0.5129927435,-6.92E-05,-405524.9075,-7.08E-05,-2.05E-05,no
220000000,8,945,224,627,0.5,-683.7734152,-148.7176081,-0.063326666,-0.5065375218,-6.99E-05,-407285.2364,-6.99E-05,-2.03E-05,no
220000000,8,945,224,627,0.5,-659.1089427,-142.8855969,-0.1213477191,-0.4889811165,-6.74E-05,-392365.2346,-6.74E-05,-1.96E-05,no
220000000,8,945,224,627,0.5,-629.9458211,-133.9804213,-0.1766433295,-0.4607244754,-6.44E-05,-373740.8231,-6.34E-05,-1.84E-05,no
220000000,8,945,224,627,0.5,-570.9977185,-122.3021493,-0.22797167,-0.4223850993,-5.84E-05,-339187.8023,-5.80E-05,-1.69E-05,no
220000000,8,945,224,627,0.5,-508.5394895,-107.9404896,-0.2741800523,-0.3748416564,-5.20E-05,-301604.6864,-5.13E-05,-1.50E-05,no
220000000,8,945,224,627,0.5,-427.0225554,-92.05195588,-0.3142305971,-0.3192981466,-4.36E-05,-253950.348,-4.32E-05,-1.27E-05,no
220000000,8,945,224,627,0.5,-345.0478839,-73.40496525,-0.3472240942,-0.2566803084,-3.53E-05,-204722.5289,-3.45E-05,-1.03E-05,no
220000000,8,945,224,627,0.5,-263.5193707,-53.25913291,-0.3724193244,-0.1885945091,-2.69E-05,-154979.6984,-2.48E-05,-7.52E-06,no
220000000,8,945,224,627,0.5,-154.807945,-32.23496544,-0.3892506195,-0.1165573226,-1.58E-05,-91508.27321,-1.48E-05,-4.68E-06,no
220000000,8,945,224,627,0.5,-53.58690271,-10.93246751,-0.397342829,-0.04198766164,-5.48E-06,-31565.24962,-4.31E-06,-1.70E-06,no
220000000,8,945,224,627,0.5,48.03666118,11.5401188,-0.3966601009,0.05703808779,4.91E-06,29147.15263,6.26E-06,2.26E-06,no
220000000,8,945,224,627,0.5,153.6605069,32.04423715,-0.3868523972,0.1320748318,1.57E-05,90853.593,1.69E-05,5.27E-06,no
220000000,8,945,224,627,0.5,185.9321438,51.93528817,-0.3683868634,0.2031046647,1.90E-05,116373.499,2.69E-05,8.10E-06,no
220000000,8,945,224,627,0.5,346.6360534,69.34934651,-0.3416679044,0.269900626,3.54E-05,203515.362,3.67E-05,1.09E-05,no
220000000,8,945,224,627,0.5,412.507944,87.93702168,-0.3072865542,0.3311469759,4.22E-05,244836.0889,4.50E-05,1.32E-05,no
220000000,8,945,224,627,0.5,508.859172,103.1367354,-0.266009467,0.385281886,5.20E-05,299410.9136,5.26E-05,1.54E-05,no
220000000,8,945,224,627,0.5,568.2373601,115.28642,-0.2187610299,0.4309594587,5.81E-05,334404.9805,5.92E-05,1.72E-05,no
220000000,8,945,224,627,0.5,621.7435912,124.8938475,-0.1666011129,0.4673016326,6.35E-05,365282.5042,6.43E-05,1.87E-05,no
220000000,8,945,224,627,0.5,658.2255704,131.5617877,-0.1107002483,0.4934235386,6.73E-05,386393.0323,6.80E-05,1.97E-05,no
220000000,8,945,224,627,0.5,681.6387599,135.2392948,-0.05231353081,0.5087691892,6.97E-05,399646.7978,7.01E-05,2.03E-05,no
220000000,8,945,224,627,0.5,688.4411487,135.2892047,0.007248065764,0.5129354206,7.04E-05,402999.1944,7.07E-05,2.05E-05,no
220000000,8,945,224,627,0.5,682.0592193,132.5342846,0.0666470185,0.5058426564,6.97E-05,398529.1115,6.98E-05,2.02E-05,no
220000000,8,945,224,627,0.5,659.2023084,126.4202864,0.1245493526,0.487674069,6.74E-05,384355.4769,6.72E-05,1.95E-05,no
220000000,8,945,224,627,0.5,621.1198532,117.5653967,0.1796547433,0.458835762,6.35E-05,361392.0009,6.31E-05,1.84E-05,no
220000000,8,945,224,627,0.5,571.0792173,105.5244547,0.2307256764,0.4199516512,5.84E-05,331019.409,5.77E-05,1.68E-05,no
220000000,8,945,224,627,0.5,-2655.901133,91.14012134,0.2766151601,0.3719209673,5.13E-05,-1254775.446,5.09E-05,1.49E-05,yes
220000000,8,945,224,627,0.5,-4605.064132,74.41457217,0.3162926489,0.3158126527,8.72E-05,-2216560.45,4.31E-05,1.26E-05,yes
220000000,8,945,224,627,0.5,-4071.517022,56.48087952,0.3488707257,0.2519857495,7.55E-05,-1964303.397,3.39E-05,1.00E-05,yes
220000000,8,945,224,627,0.5,-1121.395208,36.12345573,0.3736086166,0.1835748205,2.04E-05,-530954.8688,2.43E-05,7.35E-06,yes
220000000,8,945,224,627,0.5,500.1113336,14.45749998,0.38995449,0.1119387392,-8.91E-06,251746.0047,1.42E-05,4.50E-06,yes
220000000,8,945,224,627,0.5,365.4025219,-5.811912565,0.3975487751,0.03764672934,-6.38E-06,175924.9556,3.69E-06,1.52E-06,yes
220000000,8,945,224,627,0.5,355.082958,-27.02572882,0.3963656913,-0.06167496179,-6.09E-06,160497.6659,-6.97E-06,-2.47E-06,yes
220000000,8,945,224,627,0.5,1010.626306,-49.13420387,0.3860603121,-0.1360859909,-1.70E-05,470397.3104,-1.74E-05,-5.42E-06,yes
220000000,8,945,224,627,0.5,2458.917868,-69.04391168,0.3671206156,-0.2069103271,-4.06E-05,1169214.264,-2.75E-05,-8.26E-06,yes
220000000,8,945,224,627,0.5,6668.146089,-84.49174604,0.3399539147,-0.2726928845,-0.0001081721477,3220965.921,-3.76E-05,-1.11E-05,yes
220000000,8,945,224,627,0.5,6351.421998,-104.3116594,0.3051621576,-0.3333329655,-0.0001012265619,3056316.213,-4.57E-05,-1.33E-05,yes
220000000,8,945,224,627,0.5,2950.968741,-117.9220529,0.2635153161,-0.3850326679,-4.62E-05,1386030.669,-5.31E-05,-1.54E-05,yes
220000000,8,945,224,627,0.5,-5058.147493,-131.3193915,0.2159669758,-0.4301643873,7.79E-05,-2538878.123,-5.92E-05,-1.72E-05,yes
220000000,8,945,224,627,0.5,512.6745434,-142.1088304,0.1635759667,-0.4674853192,-7.76E-06,181294.3801,-6.40E-05,-1.87E-05,yes
220000000,8,945,224,627,0.5,9167.25948,-151.4446274,0.1075242211,-0.497156401,-0.000136523704,4410868.323,-6.86E-05,-1.99E-05,yes
220000000,8,945,224,627,0.5,12843.43317,-150.8591049,0.04900814737,-0.5086354777,-0.0001881862179,6209674.2,-7.07E-05,-2.03E-05,yes
220000000,8,945,224,627,0.5,11130.09434,-148.2905567,-0.01060308388,-0.5071776321,-0.0001604932122,5372702.436,-7.10E-05,-2.03E-05,yes
220000000,8,945,224,627,0.5,2885.457151,-145.8876239,-0.06994861243,-0.4976355422,-4.10E-05,1340298.203,-6.95E-05,-1.99E-05,yes
220000000,8,945,224,627,0.5,742.2812563,-141.3661913,-0.1277110383,-0.4802188558,-1.04E-05,293989.7578,-6.64E-05,-1.92E-05,yes
220000000,8,945,224,627,0.5,2568.828584,-135.5962036,-0.1825952155,-0.4553267069,-3.54E-05,1190426.801,-6.26E-05,-1.82E-05,yes
220000000,8,945,224,627,0.5,7544.56635,-121.7719234,-0.2334107153,-0.4169702603,-0.0001022958117,3631504.123,-5.75E-05,-1.67E-05,yes
220000000,8,945,224,627,0.5,7681.052023,-106.324705,-0.2789883758,-0.3676820798,-0.0001026148388,3705835.283,-5.07E-05,-1.47E-05,yes
220000000,8,945,224,627,0.5,3372.421788,-87.96472949,-0.3182995825,-0.3096615322,-4.44E-05,1606877.23,-4.25E-05,-1.24E-05,yes
220000000,8,945,224,627,0.5,5.493335139,-69.91759994,-0.3504467548,-0.2470118865,-7.13E-08,-31518.72055,-3.34E-05,-9.92E-06,yes
220000000,8,945,224,627,0.5,-5296.831816,-51.39798747,-0.3747220009,-0.1799501412,6.78E-05,-2616550.785,-2.37E-05,-7.21E-06,yes
220000000,8,945,224,627,0.5,-1808.142713,-30.82608939,-0.3905900013,-0.1084452607,2.28E-05,-899691.1949,-1.35E-05,-4.33E-06,yes
220000000,8,945,224,627,0.5,2925.161594,-10.96022331,-0.397692705,-0.03355982126,-3.64E-05,1425734.526,-3.17E-06,-1.36E-06,yes
220000000,8,945,224,627,0.5,4713.067421,12.22711233,-0.3960081285,0.06662384041,-5.79E-05,2311787.932,7.69E-06,2.68E-06,yes
220000000,8,945,224,627,0.5,-111.2500382,34.7442065,-0.3852086472,0.1406578147,1.35E-06,-37429.46757,1.80E-05,5.61E-06,yes
220000000,8,945,224,627,0.5,-9140.153051,55.21134535,-0.3657981495,0.2118952255,0.0001092542271,-4444687.723,2.81E-05,8.45E-06,yes
220000000,8,945,224,627,0.5,-22552.76187,72.46681495,-0.3381799208,0.2769643997,0.0002660770289,-10998187.4,3.78E-05,1.11E-05,yes
220000000,8,945,224,627,0.5,-10518.59616,87.47177002,-0.3029683464,0.3340220943,0.0001225071826,-5103289.819,4.67E-05,1.34E-05,yes
220000000,8,945,224,627,0.5,4770.458148,99.55599583,-0.2609478437,0.3812993285,-5.49E-05,2382590.09,5.28E-05,1.52E-05,yes
220000000,8,945,224,627,0.5,78128.7982,117.7011324,-0.2131376412,0.430598287,-0.0008871959085,38281066.21,5.88E-05,1.72E-05,yes
220000000,8,945,224,627,0.5,318651.309,130.5737263,-0.1605313154,0.4738149469,-0.003573790264,155959825.2,5.93E-05,1.89E-05,yes
220000000,8,945,224,627,0.5,241878.0867,158.3813791,-0.104513937,0.5451504853,-0.002679668343,118413144.9,4.07E-05,2.18E-05,yes
220000000,8,945,224,627,0.5,-134489.6942,241.8111159,-0.04779676212,0.9528377352,0.001472005006,-65679003.46,9.05E-05,3.81E-05,yes
220000000,8,945,224,627,0.5,-1314297.525,88.35889733,0.01386629136,0.7491572891,0.01421388435,-642959474.8,0.0001188335946,3.00E-05,yes
220000000,8,945,224,627,0.5,-860310.1035,-40.77662928,0.07479280584,0.4289572216,0.009194634518,-420915303.4,0.0001168507712,1.72E-05,yes
220000000,8,945,224,627,0.5,202459.3098,1.934810272,0.1323880141,0.3008469344,-0.002138639944,99051489.54,6.98E-05,1.21E-05,yes
220000000,8,945,224,627,0.5,4683551.505,141.6666879,0.1860650715,0.2705191257,-0.0489051304,2291435015,2.70E-05,1.08E-05,yes
220000000,8,945,224,627,0.5,3297215.299,233.3232054,0.2348185317,0.563358344,-0.03403791955,1613233181,-0.0002391321483,2.25E-05,yes
220000000,8,945,224,627,0.5,-749941.168,-888.8805326,-2.95617953,10,0.007654830199,-367333683.2,-0.003557977065,0.000400003695,yes
220000000,8,945,224,627,0.5,-7462672.921,41251.15097,-5.794541553,10,0.07532693062,-3630832569,0.002310094125,0.0003999999987,yes
220000000,8,945,224,627,0.5,-8629831.958,8700.390267,-3.864446362,10,0.08615080108,-4217774739,0.005915127837,0.0003999996264,yes
220000000,8,945,224,627,0.5,-1629324.329,162.8233389,1.152746615,10,0.01608859385,-797045746.2,0.006349924714,0.0003999988284,yes
220000000,8,945,224,627,0.5,7915246.163,91567.13657,5.641876855,10,-0.07731786455,3917227642,0.003039887154,0.0003999999956,yes
220000000,8,945,224,627,0.5,42201878.07,6401.737539,5.739768118,-10,-0.40785172,20649843350,-0.006131219111,-0.000400004512,yes
220000000,8,945,224,627,0.5,105327970.1,-38215.43995,2.715376572,-10,-1.007206414,51511621673,-0.01376941617,-0.0003999712166,yes
220000000,8,945,224,627,0.5,115936051.9,-21471.91446,-5.722446075,10,-1.097098565,56709677081,-0.02158818928,0.0004000053161,yes
220000000,8,945,224,627,0.5,25761404.43,30881.94301,-5.782622923,10,-0.2412660282,12618535410,-0.02265642339,0.0004000180144,yes
220000000,8,945,224,627,0.5,-71944967.25,911.4399475,-5.748174069,10,0.6669184266,-35197678967,-0.01061327472,0.0003999788338,yes
220000000,8,945,224,627,0.5,-86209408.9,-820.7289767,-5.74618307,10,0.7910753391,-42177216060,0.01793916933,0.0004000046525,yes
220000000,8,945,224,627,0.5,-17845337.92,-43.36033544,-5.747076597,10,0.162114981,-8730617067,0.01962681747,0.000399994472,yes
210000000,3,940,227,627,0.5,0,0,0,0,0,0,0,0,no
210000000,3,940,227,627,0.5,697.4620623,151.5566504,0.05762490074,0.5287518681,7.13E-05,415371.1902,7.13E-05,2.11E-05,no
210000000,3,940,227,627,0.5,567.4295169,134.4093524,0.1169193939,0.5078969543,5.80E-05,343365.3959,6.85E-05,2.03E-05,no
210000000,3,940,227,627,0.5,642.2817378,124.6458532,0.1729858899,0.4768360007,6.56E-05,375209.1933,6.42E-05,1.91E-05,no
210000000,3,940,227,627,0.5,567.6729828,112.6452325,0.2248841029,0.4363938597,5.80E-05,332836.7002,5.86E-05,1.75E-05,no
210000000,3,940,227,627,0.5,511.2855871,98.6757856,0.2715778713,0.3873056657,5.23E-05,298415.5444,5.18E-05,1.55E-05,no
210000000,3,940,227,627,0.5,436.5903745,81.60155029,0.3120908759,0.3303355817,4.46E-05,253518.5542,4.40E-05,1.32E-05,no
210000000,3,940,227,627,0.5,358.0820336,63.14192446,0.3455512168,0.2663972448,3.66E-05,206078.2574,3.52E-05,1.07E-05,no
210000000,3,940,227,627,0.5,280.2462614,43.77547868,0.3712278187,0.1969218374,2.86E-05,158523.3562,2.54E-05,7.84E-06,no
210000000,3,940,227,627,0.5,156.791543,22.48226686,0.3885550747,0.1232848059,1.60E-05,87707.34338,1.54E-05,4.95E-06,no
210000000,3,940,227,627,0.5,53.89832987,2.925179794,0.397151341,0.04735553951,5.51E-06,27800.1515,4.57E-06,1.81E-06,no
210000000,3,940,227,627,0.5,-40.86097208,-18.63353162,0.396971274,-0.05433625797,-4.18E-06,-29106.90004,-5.77E-06,-2.16E-06,no
210000000,3,940,227,627,0.5,-147.1489006,-41.70265183,0.387668466,-0.1306638886,-1.50E-05,-92393.12743,-1.63E-05,-5.20E-06,no
210000000,3,940,227,627,0.5,-200.2950307,-61.3428806,0.3696804827,-0.2037729642,-2.05E-05,-128002.892,-2.65E-05,-8.16E-06,no
210000000,3,940,227,627,0.5,-345.4277063,-80.73597248,0.3434101155,-0.2723657466,-3.53E-05,-208494.9505,-3.59E-05,-1.09E-05,no
210000000,3,940,227,627,0.5,-424.2383928,-98.5769147,0.3094383869,-0.3354379629,-4.34E-05,-255780.4831,-4.44E-05,-1.33E-05,no
210000000,3,940,227,627,0.5,-496.2278658,-112.9975062,0.2685229616,-0.3911622162,-5.07E-05,-298055.4658,-5.23E-05,-1.56E-05,no
210000000,3,940,227,627,0.5,-558.3710076,-125.6109099,0.2215801242,-0.4385012502,-5.71E-05,-334629.1182,-5.89E-05,-1.75E-05,no
210000000,3,940,227,627,0.5,-600.3613616,-135.3156208,0.1696627392,-0.4762580762,-6.14E-05,-359920.2458,-6.42E-05,-1.91E-05,no
210000000,3,940,227,627,0.5,-660.708764,-141.9575542,0.1139359916,-0.5035651724,-6.75E-05,-392693.8935,-6.79E-05,-2.02E-05,no
210000000,3,940,227,627,0.5,-657.1409153,-146.000096,0.05565102404,-0.519902144,-6.72E-05,-392926.1308,-7.01E-05,-2.08E-05,no
210000000,3,940,227,627,0.5,-692.8171581,-146.4058972,-0.003883530559,-0.5248107495,-7.08E-05,-410578.7942,-7.08E-05,-2.10E-05,no
210000000,3,940,227,627,0.5,-680.9216195,-143.920784,-0.06333065847,-0.5182074685,-6.96E-05,-403543.2503,-6.99E-05,-2.07E-05,no
210000000,3,940,227,627,0.5,-661.5605271,-137.8906059,-0.121355363,-0.5002403188,-6.76E-05,-391120.9065,-6.74E-05,-2.00E-05,no
210000000,3,940,227,627,0.5,-626.5739145,-129.1803195,-0.1766546353,-0.4713278006,-6.40E-05,-369742.7759,-6.34E-05,-1.89E-05,no
210000000,3,940,227,627,0.5,-572.3684564,-117.3008324,-0.227986517,-0.4320698765,-5.85E-05,-337411.5894,-5.80E-05,-1.73E-05,no
210000000,3,940,227,627,0.5,-504.7303003,-103.2827521,-0.2741981409,-0.3835308458,-5.16E-05,-297462.3544,-5.12E-05,-1.53E-05,no
210000000,3,940,227,627,0.5,-447.9083466,-86.2933306,-0.3142518447,-0.3264232619,-4.58E-05,-261351.1141,-4.34E-05,-1.31E-05,no
210000000,3,940,227,627,0.5,-346.1152912,-68.10433469,-0.3472479285,-0.2623539366,-3.54E-05,-202651.4804,-3.46E-05,-1.05E-05,no
210000000,3,940,227,627,0.5,-250.2448996,-48.50555562,-0.3724455021,-0.1926050517,-2.56E-05,-146159.7139,-2.49E-05,-7.71E-06,no
210000000,3,940,227,627,0.5,-152.363932,-26.79836962,-0.3892786299,-0.1189517219,-1.56E-05,-87652.78942,-1.49E-05,-4.80E-06,no
210000000,3,940,227,627,0.5,-50.58355141,-5.985022598,-0.3973718515,-0.04270799134,-5.17E-06,-27675.4276,-4.30E-06,-1.73E-06,no
210000000,3,940,227,627,0.5,52.1289235,16.77104378,-0.3966896408,0.05818486181,5.33E-06,33708.39887,6.27E-06,2.31E-06,no
210000000,3,940,227,627,0.5,152.1948584,37.15278519,-0.3868827859,0.1348553457,1.56E-05,92635.83345,1.69E-05,5.37E-06,no
210000000,3,940,227,627,0.5,254.2366432,57.0222913,-0.368416838,0.2075980178,2.60E-05,152279.3221,2.69E-05,8.28E-06,no
210000000,3,940,227,627,0.5,326.3615516,75.90631527,-0.3416972776,0.276073985,3.34E-05,196804.2401,3.63E-05,1.10E-05,no
